-8,5684,12240,267,1302,578
-480,5588,12416,125,1001,503
-1016,4700,12288,292,3090,-597
-1752,4068,12236,1482,8336,-3175
2408,3872,12236,1450,12051,-3887
1372,4284,13300,4479,9313,1709
-3416,5592,17700,5413,-1061,6312
-4008,6912,19136,1996,-6350,4684
-2656,7816,18528,1973,4057,2120
-4564,8320,19260,2453,13722,973
-7376,8640,20564,505,8309,966
-7220,9920,21484,-1803,-8305,955
-5316,9828,21860,-4268,-4349,27
-5888,9904,21516,-5189,9053,-2473
-6788,10044,21004,-7688,2182,-3532
-4980,9236,18696,-10599,-841,-4591
-4756,7700,14896,-10226,2253,-4519
-4660,7292,14284,-9866,2911,-4716
-4740,6412,11372,-10430,3217,-5590
-4548,5428,9032,-8203,5790,-6007
-4128,4900,8268,-6990,2422,-5405
-4332,4688,7916,-7303,-375,-4871
-3848,3868,6376,-6565,-327,-3183
-3220,4536,7732,-6549,-5684,-2013
-3212,4692,7548,-8620,-5992,-1705
-4748,3384,6392,-7889,-3576,-1934
-1848,2352,4448,-8407,-10749,-1423
2048,8,2376,-8105,-14187,-362
3008,-1588,1540,-5628,-9472,1031
1020,-1272,2832,-2027,-192,913
1676,-1308,3976,-1637,-5052,1470
1764,-168,6748,-1067,-3701,2417
608,-96,7280,-1127,-1953,2253
-352,-276,7636,-1220,-1932,1021
812,-800,7924,-445,-2473,693
-128,-948,10020,-28,-1676,1033
-1608,-824,10264,-757,-156,134
-1740,-820,10924,-294,2438,-290
-2848,-688,11408,-825,331,-511
-4016,-544,12744,-1046,61,-514
-5648,4,13852,-1554,331,-1754
-7012,-76,13732,-2678,-193,-3544
-6468,-332,14328,-3410,143,-4995
-5912,-1068,13052,-4095,-1437,-6324
-3388,-1888,11868,-3578,-4629,-5725
-5400,-1024,12712,-3026,-480,-6325
-7252,-1492,11260,-3554,1254,-9026
-5476,-1512,9800,-3413,-4756,-9147
-1988,-1188,7772,-3621,-6725,-9850
660,-2776,3940,-1197,-7786,-8638
184,-3596,5284,3099,-4778,-7208
-2328,-2576,8044,3584,357,-9635
1828,-1672,6632,2432,-6209,-9478
2584,-648,6112,4307,559,-8939
2116,140,5384,5616,1368,-9293
