4288,-804,12304,-1467,-3025,1591
5672,76,12900,-1622,-3900,2485
5500,152,12712,-2190,-2197,3095
5440,-1004,11500,-1991,-1443,3836
5436,-684,11772,-1286,-1050,4651
4932,-536,12036,-1195,-566,4973
5320,-1084,11524,-1287,-2542,5736
5580,-872,11648,-803,-912,6596
4920,-276,11924,-781,-941,7415
5276,52,11816,-1116,-504,8010
4520,-276,11444,-1324,1176,8078
4380,-1164,10272,-1387,1478,8628
4720,-488,9872,-993,354,9807
4236,-768,9852,-1204,2503,10138
3056,-1448,8480,-1128,3595,10770
1248,-1376,8076,-294,3414,11117
1624,-1324,7976,-286,1708,10706
1652,-1192,7392,-221,3515,11012
736,-824,6396,474,4781,11181
-868,-2084,6304,1622,6002,9900
-904,-3236,6492,3126,9191,9327
-2120,-4056,6832,5148,11174,9949
-4004,-3048,9548,7424,7826,10893
-4232,-1172,12816,7411,2965,10443
-4328,-124,14948,6208,1094,9557
-3460,100,14636,4726,2772,9058
-3756,-716,13900,3894,3122,8972
-4172,-1192,12236,3638,1130,8704
-3912,-1104,11308,3714,2842,7781
-5168,-1464,10744,4823,6209,6888
-5436,-628,11336,5219,4039,7035
-5408,232,11576,5062,2842,6704
-5632,612,11416,4455,-176,6263
-5108,256,10696,3995,-265,5163
-5784,128,9072,5353,5775,3532
-7128,296,9848,7006,5738,3535
-6416,2352,11656,7167,564,3173
-4828,3708,13468,5606,-581,2235
-4056,2116,11544,4735,3782,1681
-6188,1944,11412,6218,8701,1586
-7552,2728,13132,6567,7504,895
-8780,3384,13832,6203,7308,58
-8224,3060,12636,5721,1817,-234
-7556,3900,13044,6096,527,-1427
-6940,3700,13036,6004,4851,-2103
-7656,4436,13160,7003,2448,-1904
-7976,4920,14164,6797,11379,-3952
-8804,5308,12820,6008,-6222,-1902
-6544,5272,12940,4824,-9407,-2704
-5520,5256,11304,5285,2524,-4419
-6456,5448,9760,5949,4461,-4674
-6856,5772,10164,6074,-4465,-3764
-5908,6268,10792,5791,-6600,-3819
-5492,6900,9980,6326,-5499,-4618
-5288,6932,10676,6707,-6128,-4675
-6348,7052,10760,6764,-5993,-4944
-6512,7184,10408,7099,-8646,-5972
-4428,8176,11496,6350,-14425,-5546
-2376,9000,12760,5066,-10406,-6554
-1636,8284,11920,4051,-6483,-6462
-952,8620,13136,3484,-6916,-6333
716,9200,13656,1847,-3994,-6442
332,8232,11160,921,1935,-6432
-2024,7968,9616,1718,3563,-4548
-4716,8088,9408,1885,-715,-4209
-4256,7728,8964,1385,-4822,-5134
-2624,8080,9320,1806,-4740,-5239
-1812,8616,9724,1944,-3564,-5769
-1300,8276,9744,1497,-1869,-5865
156,8720,10524,1433,-1227,-4771
-200,8704,10824,904,-652,-3838
-856,8316,10192,701,-941,-2970
-780,9156,11096,728,-1392,-2662
-576,9120,11244,254,-1145,-2462
-612,8804,10840,208,-364,-1960
-816,8696,10752,128,-71,-1487
-1572,8664,10728,19,-474,-1028
