-8500,-1972,7892,981,1498,2198
-8860,-2004,8148,1185,3502,2287
-9340,-2556,9820,100,3050,2664
-10636,-2460,8620,-42,2744,2645
-9772,-2136,8348,1397,-2239,2816
-9180,-1660,8588,1887,-2008,3441
-8940,-1432,7996,1139,429,3486
-8188,-1376,7444,1856,207,4163
-9848,-1276,9284,1287,1958,3833
-10420,-1116,8392,483,3453,2731
-9924,-1040,7920,1265,577,2624
-10832,-1216,8720,1384,1307,2664
-11128,-764,8656,1147,1151,2330
-10044,-236,8324,614,322,2070
-10704,-432,8044,-474,4307,1357
-10908,-452,8156,-195,4620,1470
-11008,56,8576,59,2026,1473
-11656,-116,8740,233,1248,1836
-11520,-152,9112,133,-187,2206
-11596,-356,9116,-174,-415,1903
-12276,-500,9472,-496,1064,1170
-12660,-464,9516,-1189,1508,959
-13592,-776,10384,-95,-1074,931
-13708,-904,11636,-160,-2894,546
-14692,-1636,12696,-1068,-2688,9
-15892,-2560,11472,-1487,-3934,-1691
-13780,-2544,10288,188,-10715,-3020
-12432,-2380,11096,479,-11817,-3830
-13428,-2396,11948,602,-11523,-3845
-12840,-2368,13904,360,-11072,-4753
-12884,-1964,14772,-88,-14072,-5367
-12076,-2104,16672,1434,-16811,-5104
-9756,-1756,15192,-1092,-17066,-6581
-8964,-1640,14840,-787,-14384,-6586
-8264,-1292,13996,-1814,-11007,-7613
-5796,-920,12420,-13,-13317,-6574
-5148,-976,12752,1081,-15484,-4512
-4852,-1240,13668,1470,-13990,-3737
-3032,-796,13740,1289,-13715,-2856
-3224,376,14824,46,-14156,-2313
-2492,388,14020,-2790,-8479,-3546
-2984,-424,12792,-4636,-6650,-4360
-2500,-800,12068,-5358,-9067,-3722
-1772,-772,9496,-6189,-3537,-4615
-156,-1104,9400,-4883,-3400,-3853
-2120,-2112,10664,-4757,-3778,-1477
-2720,-1728,9316,-3893,-6002,-1468
104,-1180,9416,-3099,-10436,149
-1136,-808,10396,-3897,-9736,605
168,-300,9412,-5062,-8671,-916
916,-300,8132,-4500,-9195,-1413
1812,-660,7500,-5508,-5505,-2152
2480,-1588,6208,-5485,-2758,-2367
1416,-2376,5916,-4835,-2677,-2435
1656,-3144,5040,-3726,-2996,-3068
2088,-3740,4704,-1663,-5250,-3021
2472,-3172,5688,-142,-6876,-2120
2160,-3712,6132,-457,-2799,-3073
2444,-4456,5388,-61,-2340,-4236
3292,-4228,6104,945,-4527,-4088
3388,-4232,6072,1148,-1146,-4418
5588,-4180,5452,1728,-1811,-4092
5212,-4252,5612,1462,-1148,-3837
5252,-4932,4796,2368,1969,-2998
3592,-4440,6980,3380,2624,-2916
2696,-4036,7056,2569,3807,-3937
1652,-5076,6372,2302,4256,-4697
1820,-5300,5680,4414,4172,-5255
1980,-3928,7800,6138,2333,-5437
3120,-3256,8252,6276,2468,-5416
3632,-2216,9700,6767,3707,-4959
1536,-1920,10616,6036,4764,-5016
2708,-1644,9368,6567,4060,-4739
3084,-1120,10112,7172,3246,-4498
2684,-1212,10120,7667,5239,-3521
3584,44,10880,8120,6581,-2134
180,1596,11756,7082,8781,-1791
-232,984,10144,6657,10590,-2847
-1984,740,7908,6621,12408,-2108
-1980,2216,9252,10890,10552,-1969
1464,5340,14448,12301,506,613
1480,5680,14052,6253,12485,-1279
-1824,4252,12452,7329,6933,359
-2692,4060,15864,8509,2685,723
-4540,5356,18656,9657,1984,755
-1640,7168,19876,7477,-1091,-670
-1028,6968,20000,5697,-1183,-419
-1980,7724,21848,3059,13600,-686
-3352,8408,23288,2087,5357,-206
-2332,7804,21900,-621,3518,-512
-4496,5968,18136,-2632,4917,-1472
-3148,5412,16008,-2214,3537,-1009
-3128,5704,15296,-2569,2040,-1289
-2708,5132,13728,-2618,1610,-934
-2908,4580,13228,-2203,870,43
-2932,5356,14308,-2754,-1177,-19
-2880,5036,13724,-3738,-599,-712
-2304,5496,13792,-3432,-29,-382
-3816,5380,14116,-3509,269,77
-3636,5244,15048,-4719,-5413,-677
-3116,4856,13500,-4972,-5280,-463
-3444,5400,13304,-4917,-1376,-496
-3540,7056,16064,-5134,-6360,-393
-3508,6240,17004,-6931,-7451,-875
-3344,4144,14700,-7174,-6601,-312
-2864,4840,13340,-4127,-9954,1293
-1352,4380,14068,-1932,-13883,1963
860,3332,15392,-3216,-10082,2246
560,2588,16240,-6838,-2440,4079
36,3104,14028,-8856,821,2109
4408,1968,12448,-7912,-5002,2859
5148,1412,11852,-6898,-5194,5067
5140,1384,13804,-8053,811,6265
6572,-540,11032,-11843,2118,5387
4916,-1304,10536,-10361,-72,7291
5012,-1468,8804,-10346,-1296,8251
4400,-3492,7912,-10020,1672,8961
1376,-5644,7436,-8641,4403,10883
1908,-5020,7340,-4983,-3278,11642
1000,-5052,8064,-3950,-6328,12053
668,-5948,5352,-7300,2767,8284
2068,-5020,5468,-5130,6433,9468
-2128,-5564,7408,-3986,10578,11368
-7484,-6468,7992,125,3102,13038
-8232,-5376,9076,574,2246,9097
-8160,-5424,13232,1500,1949,6590
-8664,-5792,15000,1696,-4917,5829
-6248,-5304,13136,785,-8722,2892
-3272,-4944,12272,416,-6119,1827
-2052,-4896,12688,-1913,1539,702
-4344,-6232,12200,-2729,5489,-109
-3996,-6508,10696,-1286,2644,-469
-3520,-6352,10824,-181,-320,-808
-5212,-7228,10456,502,-777,-918
-5588,-7776,10476,2001,-973,-1584
-5588,-7592,11096,1439,-1096,-3177
-5896,-8212,10676,1811,-198,-4382
-5640,-8660,10716,3180,-2388,-4944
-4756,-8124,11064,4395,-6817,-5912
-4652,-7628,11060,3473,-4202,-7134
-5520,-7860,10372,2919,266,-8365
-7340,-8440,9240,4063,-655,-10683
-7200,-8084,9024,6423,-3398,-14875
-2868,-5936,8564,7889,-4118,-16995
1384,-2544,9856,9033,-8484,-12217
3800,252,11196,8174,-11724,-8719
7736,4100,12776,6470,-12935,-5185
10580,5576,11156,5130,-13660,-2618
7356,5088,12456,2673,-2795,-2922
5740,5492,13148,1021,4429,-4419
